v' v'' PQR E2-E1 AJJ FCFs
0	0	R(0)	-64747.2866	1.43E+07	1.13E-01
0	0	Q(1)	-64743.4416	2.15E+07	1.13E-01
0	0	P(2)	-64735.7517	7.16E+06	1.13E-01
0	0	R(1)	-64749.8386	1.29E+07	1.13E-01
0	0	Q(2)	-64742.1487	2.15E+07	1.13E-01
0	0	P(3)	-64730.6142	8.59E+06	1.13E-01
0	0	R(2)	-64751.7438	1.23E+07	1.13E-01
0	0	Q(3)	-64740.2093	2.15E+07	1.13E-01
0	0	P(4)	-64724.8306	9.20E+06	1.13E-01
0	0	R(3)	-64753.0019	1.19E+07	1.13E-01
0	0	Q(4)	-64737.6232	2.14E+07	1.13E-01
0	0	P(5)	-64718.401	9.54E+06	1.13E-01
0	0	R(4)	-64753.6127	1.17E+07	1.13E-01
0	0	Q(5)	-64734.3904	2.14E+07	1.13E-01
0	0	P(6)	-64711.3253	9.74E+06	1.13E-01
0	0	R(5)	-64753.5758	1.15E+07	1.13E-01
0	0	Q(6)	-64730.5107	2.14E+07	1.13E-01
0	0	P(7)	-64703.6037	9.88E+06	1.13E-01
0	0	R(6)	-64752.891	1.14E+07	1.13E-01
0	0	Q(7)	-64725.984	2.14E+07	1.13E-01
0	0	P(8)	-64695.2361	9.98E+06	1.13E-01
0	0	R(7)	-64751.558	1.13E+07	1.12E-01
0	0	Q(8)	-64720.81	2.13E+07	1.13E-01
0	0	P(9)	-64686.2223	1.01E+07	1.13E-01
0	0	R(8)	-64749.5762	1.12E+07	1.12E-01
0	0	Q(9)	-64714.9885	2.13E+07	1.13E-01
0	0	P(10)	-64676.5623	1.01E+07	1.13E-01
0	0	R(9)	-64746.9453	1.11E+07	1.12E-01
0	0	Q(10)	-64708.5192	2.13E+07	1.12E-01
0	0	P(11)	-64666.2561	1.01E+07	1.13E-01
0	0	R(10)	-64743.6649	1.11E+07	1.12E-01
0	0	Q(11)	-64701.4018	2.12E+07	1.12E-01
0	0	P(12)	-64655.3033	1.02E+07	1.13E-01
0	0	R(11)	-64739.7344	1.10E+07	1.12E-01
0	0	Q(12)	-64693.636	2.12E+07	1.12E-01
0	0	P(13)	-64643.704	1.02E+07	1.13E-01
0	0	R(12)	-64735.1535	1.09E+07	1.12E-01
0	0	Q(13)	-64685.2214	2.11E+07	1.12E-01
0	0	P(14)	-64631.4577	1.02E+07	1.12E-01
0	0	R(13)	-64729.9214	1.09E+07	1.11E-01
0	0	Q(14)	-64676.1577	2.11E+07	1.12E-01
0	0	P(15)	-64618.5644	1.02E+07	1.12E-01
0	0	R(14)	-64724.0377	1.08E+07	1.11E-01
0	0	Q(15)	-64666.4444	2.10E+07	1.12E-01
0	0	P(16)	-64605.0236	1.02E+07	1.12E-01
0	0	R(15)	-64717.5018	1.08E+07	1.11E-01
0	0	Q(16)	-64656.081	2.09E+07	1.11E-01
0	0	P(17)	-64590.8352	1.02E+07	1.12E-01
0	0	R(16)	-64710.313	1.07E+07	1.11E-01
0	0	Q(17)	-64645.0672	2.09E+07	1.11E-01
0	0	P(18)	-64575.9988	1.02E+07	1.12E-01
0	0	R(17)	-64702.4707	1.07E+07	1.10E-01
0	0	Q(18)	-64633.4023	2.08E+07	1.11E-01
0	0	P(19)	-64560.5139	1.01E+07	1.12E-01
0	0	R(18)	-64693.9741	1.06E+07	1.10E-01
0	0	Q(19)	-64621.0858	2.07E+07	1.11E-01
0	0	P(20)	-64544.3803	1.01E+07	1.11E-01
0	0	R(19)	-64684.8226	1.06E+07	1.10E-01
0	0	Q(20)	-64608.1171	2.07E+07	1.10E-01
0	0	P(21)	-64527.5974	1.01E+07	1.11E-01
0	0	R(20)	-64675.0154	1.05E+07	1.09E-01
0	0	Q(21)	-64594.4957	2.06E+07	1.10E-01
0	0	P(22)	-64510.1648	1.01E+07	1.11E-01
0	0	R(21)	-64664.5517	1.04E+07	1.09E-01
0	0	Q(22)	-64580.2208	2.05E+07	1.10E-01
0	0	P(23)	-64492.082	1.00E+07	1.11E-01
0	0	R(22)	-64653.4307	1.04E+07	1.09E-01
0	0	Q(23)	-64565.2919	2.04E+07	1.10E-01
0	0	P(24)	-64473.3485	1.00E+07	1.10E-01
0	0	R(23)	-64641.6515	1.03E+07	1.08E-01
0	0	Q(24)	-64549.7081	2.03E+07	1.09E-01
0	0	P(25)	-64453.9637	9.97E+06	1.10E-01
0	0	R(24)	-64629.2133	1.03E+07	1.08E-01
0	0	Q(25)	-64533.4688	2.02E+07	1.09E-01
0	0	P(26)	-64433.927	9.94E+06	1.10E-01
0	0	R(25)	-64616.115	1.02E+07	1.08E-01
0	0	Q(26)	-64516.5732	2.01E+07	1.09E-01
0	0	P(27)	-64413.2378	9.90E+06	1.09E-01
0	0	R(26)	-64602.3558	1.02E+07	1.07E-01
0	0	Q(27)	-64499.0205	2.00E+07	1.08E-01
0	0	P(28)	-64391.8955	9.85E+06	1.09E-01
0	0	R(27)	-64587.9347	1.01E+07	1.07E-01
0	0	Q(28)	-64480.8097	1.99E+07	1.08E-01
0	0	P(29)	-64369.8992	9.81E+06	1.09E-01
0	0	R(28)	-64572.8506	1.00E+07	1.07E-01
0	0	Q(29)	-64461.9401	1.98E+07	1.07E-01
0	0	P(30)	-64347.2483	9.76E+06	1.08E-01
0	0	R(29)	-64557.1025	9.97E+06	1.06E-01
0	0	Q(30)	-64442.4107	1.97E+07	1.07E-01
0	0	P(31)	-64323.942	9.71E+06	1.08E-01
0	0	R(30)	-64540.6893	9.90E+06	1.06E-01
0	0	Q(31)	-64422.2206	1.96E+07	1.07E-01
0	0	P(32)	-64299.9795	9.66E+06	1.08E-01
0	0	R(31)	-64523.6099	9.83E+06	1.05E-01
0	0	Q(32)	-64401.3688	1.94E+07	1.06E-01
0	0	P(33)	-64275.36	9.61E+06	1.07E-01
0	0	R(32)	-64505.863	9.77E+06	1.05E-01
0	0	Q(33)	-64379.8542	1.93E+07	1.06E-01
0	0	P(34)	-64250.0826	9.55E+06	1.07E-01
0	0	R(33)	-64487.4475	9.70E+06	1.04E-01
0	0	Q(34)	-64357.6759	1.92E+07	1.05E-01
0	0	P(35)	-64224.1464	9.49E+06	1.07E-01
0	0	R(34)	-64468.3622	9.63E+06	1.04E-01
0	0	Q(35)	-64334.8327	1.91E+07	1.05E-01
0	0	P(36)	-64197.5503	9.43E+06	1.06E-01
0	0	R(35)	-64448.6057	9.55E+06	1.03E-01
0	0	Q(36)	-64311.3234	1.89E+07	1.04E-01
0	0	P(37)	-64170.2935	9.37E+06	1.06E-01
0	0	R(36)	-64428.1768	9.48E+06	1.03E-01
0	0	Q(37)	-64287.1469	1.88E+07	1.04E-01
0	0	P(38)	-64142.3749	9.31E+06	1.05E-01
0	0	R(37)	-64407.074	9.41E+06	1.02E-01
0	0	Q(38)	-64262.302	1.87E+07	1.04E-01
0	0	P(39)	-64113.7935	9.25E+06	1.05E-01
0	0	R(38)	-64385.2961	9.33E+06	1.02E-01
0	0	Q(39)	-64236.7875	1.85E+07	1.03E-01
0	0	P(40)	-64084.548	9.18E+06	1.04E-01
0	0	R(39)	-64362.8415	9.25E+06	1.01E-01
0	0	Q(40)	-64210.602	1.84E+07	1.03E-01
0	0	P(41)	-64054.6374	9.11E+06	1.04E-01
0	0	R(40)	-64339.7087	9.18E+06	1.01E-01
0	0	Q(41)	-64183.7442	1.82E+07	1.02E-01
0	0	P(42)	-64024.0605	9.04E+06	1.03E-01
0	0	R(41)	-64315.8964	9.10E+06	1.00E-01
0	0	Q(42)	-64156.2127	1.81E+07	1.01E-01
0	0	P(43)	-63992.8161	8.97E+06	1.03E-01
0	0	R(42)	-64291.4028	9.02E+06	9.95E-02
0	0	Q(43)	-64128.0062	1.79E+07	1.01E-01
0	0	P(44)	-63960.9028	8.90E+06	1.02E-01
